title,url,upload_date,duration,view_count,channel
미국 뉴스보다 훨씬 쉬운 영어! CNN 뉴스 들리게 해드려요! 미국 정부 폐쇄 진짜 이유 🇺🇸,https://www.youtube.com/watch?v=QJlqPoUbhAM,20251118,204,18405,캘리쌤 브이로그 영어
원어민이 밥 먹듯이 쓰는 영어 그대로 배우세요! 이것만 죽어라 따라하면 됩니다!,https://www.youtube.com/watch?v=YrB250Mm32o,20251116,388,34344,캘리쌤 브이로그 영어
원어민도 놀라게 한 영어 공부법! 영어에 미쳤더니 인생이 바뀌었어요!,https://www.youtube.com/watch?v=Yp6Cm-w-Mlo,20251112,630,15898,캘리쌤 브이로그 영어
실제 미국 엄마가 아기에게 말하는 영어표현! 우리 아이 귀가 트이는 영어[미국 할로윈편],https://www.youtube.com/watch?v=Mv66mTPQbMc,20251111,240,16527,캘리쌤 브이로그 영어
미국인이 연애할 때 쓰는 영어표현 ❤️ 환승연애로 영어 배우세요!,https://www.youtube.com/watch?v=Y_AYhbf1yhE,20251110,641,16674,캘리쌤 브이로그 영어
이것만 달달 외워도 영어 초보 무조건 탈출! 미국인의 다이소 쇼핑 영어회화| 반복해서 들으면 영어가 입에서 술술 나와요!,https://www.youtube.com/watch?v=b2XwfGUFQUM,20251109,693,40149,캘리쌤 브이로그 영어
미국 뉴스보다 훨씬 쉬운 영어! CNN 뉴스 들리게 해드려요! 역대 최악으로 공부 못한다는 요즘 미국 고등학생들,https://www.youtube.com/watch?v=-0YznWNDIc8,20251104,252,20799,캘리쌤 브이로그 영어
비싼 수업 들어도 이런 건 안 알려줘요! 진짜 무서운 부산 롯데월드 할로윈 좀비 | 미드보다 효과적인 원어민 브이로그,https://www.youtube.com/watch?v=Zxzjo_ocDwA,20251103,618,21096,캘리쌤 브이로그 영어
실제 미국엄마가 아기에게 말하는 영어표현 | 미국 가정집의 하루일상 영어회화 | 영어초보도 쉽게 따라할 수 있어요!,https://www.youtube.com/watch?v=JAcliCm2NVg,20251029,225,26931,캘리쌤 브이로그 영어
영어가 어려우면 이것만 달달 외우세요!! 🇺🇸 해외 여행에서 영어가 술술 나옵니다! 부산 여행 꼭 가야 할 곳,https://www.youtube.com/watch?v=qrCVO7-ptz4,20251026,582,56331,캘리쌤 브이로그 영어
비싼 수업 들어도 안 알려줘요! 한국인들이 영어를 못하는 이유 | 매일 딱 10분으로 원어민처럼 말하는 방법,https://www.youtube.com/watch?v=_8ybSv6_yXk,20251021,836,57365,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 영어공부용 무료 사이트, 공부 노하우 공유드려요! | 미드보다 효과적인 브이로그 영어표현",https://www.youtube.com/watch?v=YNkcUFTstgM,20251019,622,69904,캘리쌤 브이로그 영어
미국 뉴스보다 훨씬 쉬운 영어! CNN 뉴스 들리게 해드려요!,https://www.youtube.com/watch?v=1JfvQxBIilg,20251013,192,16295,캘리쌤 브이로그 영어
"원어민들이 밥먹듯이 쓰는 매직패턴 10개, 이것만 죽어라 외우세요! | 초/중/고급 영어문장 30개 원어민 실제속도 쉐도잉 | 이것만 달달 외워도 왕초보 탈출합니다!",https://www.youtube.com/watch?v=Qi0okYnSY-4,20251012,715,50440,캘리쌤 브이로그 영어
한국에 온 외국인이 깜짝 놀란 추석 문화 |12년차 국제커플의 자연스러운 영어회화 | 반복해서 들으면 영어가 입에서 자연스레 나와요. | 3만명 받아간 학습자료 드려요!,https://www.youtube.com/watch?v=jVd0mnPDO-4,20251009,408,15015,캘리쌤 브이로그 영어
비싼 수업 안 들어도 원어민처럼 영어 할 수 있어요! 반복해서 들으면 영어가 입에서 자연스레 나와요. | 3만명 받아간 학습자료 드려요! [추석 특집 완전판],https://www.youtube.com/watch?v=bkqMcfO4s2s,20251006,31974,493358,캘리쌤 브이로그 영어
비싼 수업 안 들어도 원어민처럼 영어 할 수 있어요! 미국인이 밥 먹듯이 쓰는 영어표현 | 미드보다 10배 효과적인 브이로그 영어 | 입에서 영어가 술술 나와요!,https://www.youtube.com/watch?v=KYUc7t8G81I,20251005,645,40434,캘리쌤 브이로그 영어
"미국 아이들이 밥먹듯이 쓰는 쉬운 영어 | 미국이 ‘케이팝 데몬 헌터스’에 열광하는 이유 | BTS, 블랙핑크도 안다고??",https://www.youtube.com/watch?v=4ILn_3jpxwM,20251003,291,56103,캘리쌤 브이로그 영어
"이것만 달달 외워도 영어초보 탈출! | 초보자도 영어를 길게 말할 수 있어요! 말하는 영어 일기(부산 일상, 홍대 쇼핑, 맛집, 이상준 메기스터기 출연!)",https://www.youtube.com/watch?v=ygcThChYt_w,20250929,358,34283,캘리쌤 브이로그 영어
비싼 수업들어도 안 알려주는 진짜 원어민 영어! 미국인 친구가 깜짝 놀라요,https://www.youtube.com/watch?v=Uy764USY5Fk,20250925,519,21739,캘리쌤 브이로그 영어
실제 미국 엄마가 아이에게 매일쓰는 일상 영어표현 | 영어 유치원 대신 엄마 영어로 공부하세요!,https://www.youtube.com/watch?v=vQQ3EGzD7GA,20250923,174,14422,캘리쌤 브이로그 영어
"하루종일 영어로 말하게 됩니다! 켈리쌤 생일 브이로그(모닝루틴, 식당, 쇼핑 영어표현)",https://www.youtube.com/watch?v=e0ugSxP4beE,20250922,882,61406,캘리쌤 브이로그 영어
가장 빠르게 영어 귀 뚫는 방법! CNN 뉴스 들리게 해드려요!  미국에 소포 못보내는 이유 🇺🇸💸,https://www.youtube.com/watch?v=3bQ9NE31H5Q,20250918,186,25651,캘리쌤 브이로그 영어
이것만 달달 외워도 무조건 영어 초보 탈출! 반복해서 들으면 영어가 입에서 자연스레 나와요. | 3만명 받아간 학습자료 드려요!,https://www.youtube.com/watch?v=VxeHfel7hgw,20250914,9035,264975,캘리쌤 브이로그 영어
미국 현대공장 체포현장(+트럼프 인터뷰) 미국 뉴스보다 훨씬 쉬운 영어! CNN 뉴스 들리게 해드려요!,https://www.youtube.com/watch?v=yeFmYEso4iM,20250909,136,18011,캘리쌤 브이로그 영어
이것만 달달 외워도 무조건 영어초보 탈출! 미국인의 저녁일상 영어회화 | 영어말하기 어렵다면 딱 10번만 보세요!,https://www.youtube.com/watch?v=EzYzMssOkG8,20250907,1066,109889,캘리쌤 브이로그 영어
미국에서 와장창 깨지고 알게 된 영어 잘하는 법! 어학연수 안가도 영어가 유창해집니다(무료 학습자료 드려요!🎁),https://www.youtube.com/watch?v=M_BxpOqtYQs,20250902,1079,73745,캘리쌤 브이로그 영어
"비싼 어학연수 가도 안 알려줘요. 미국인이 매일쓰는 회사 필수 영어표현! 영어 이메일, 회의가 너무 쉬워져요!",https://www.youtube.com/watch?v=NdeVyuAkGt8,20250831,1062,92812,캘리쌤 브이로그 영어
한국인들이 자주 쓰는 영어이름 미국인 반응?! 영어이름 달면 피드백 드려요! (🎁미국에서 유행하는 영어이름 추천 20개!!),https://www.youtube.com/watch?v=ClTjZh6tzdA,20250827,589,197571,캘리쌤 브이로그 영어
미국 뉴스보다 훨씬 쉬운 영어! CNN 뉴스 들리게 해드려요! 술을 안마시는 미국 젊은층 ‘알콜의 몰락’,https://www.youtube.com/watch?v=MtZQslgFIB4,20250825,129,102080,캘리쌤 브이로그 영어
이것만 달달 외워도 무조건 영어초보 탈출! 미국인이 밥먹듯이 쓰는 생활영어표현 | 미드보다 10배 효과적인 브이로그 영어 | 입에서 영어가 술술 나와요!,https://www.youtube.com/watch?v=urqeaGWwUzA,20250824,790,113489,캘리쌤 브이로그 영어
미국 실제 회사에서 밥 먹듯이 쓰는 필수 영어표현 | 반복해서 들으면 영어가 입에서 자연스레 나와요,https://www.youtube.com/watch?v=z12PA0vYzlY,20250822,627,33329,캘리쌤 브이로그 영어
원어민도 놀라게 한 영어 공부법! 딱 1년 영어에 미쳤더니 인생이 바뀌었어요!,https://www.youtube.com/watch?v=nY5YOAWe4yQ,20250818,381,68483,캘리쌤 브이로그 영어
영어 스피킹 정말 늘고 싶으면 이 영상 보세요! | 미국인이 숨쉬듯이 쓰는 생활영어표현 [🎁무료학습자료 드려요],https://www.youtube.com/watch?v=6A53NxpOcIs,20250817,699,68592,캘리쌤 브이로그 영어
[선물이벤트!] 미국을 횡단한 국제커플의 생존 영어표현 | 미국여행 중 위급한 상황 대처하는 원어민 영어표현,https://www.youtube.com/watch?v=vsDeQrgC4FM,20250814,736,25010,캘리쌤 브이로그 영어
비싼 수업 안들어도 원어민처럼 영어 할 수 있어요! 미국인이 밥먹듯이 쓰는 생활영어표현 | 반복해서 들으면 영어가 입에서 자연스레 나와요(부산 이사 브이로그),https://www.youtube.com/watch?v=CaibAz0nQR0,20250810,435,50387,캘리쌤 브이로그 영어
"영어 귀 뚫기, 리스닝 실력 폭발적으로 늘어요 | 한국인도 모르는 북한 이야기",https://www.youtube.com/watch?v=6zoudz7z1CA,20250806,530,21441,캘리쌤 브이로그 영어
영어회화가 어렵다면 이 영상 열번만 보세요! 단어 잘몰라도 영어가 술술나옵니다 (무료 학습지 선물 🎁),https://www.youtube.com/watch?v=begX4vSZoJk,20250803,337,39260,캘리쌤 브이로그 영어
"서울대생들은 영어를 얼마나 잘할까? 대학교에서 쓰는 영어표현(벼락치기, 족보, 교양 등) | 미국vs한국 대학 차이점 인터뷰(+무료 학습자료드려요!)",https://www.youtube.com/watch?v=4cQtvsxyEmM,20250727,675,34264,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드보다 효과적인 브이로그 영어표현 | 반복해서 들으면 영어가 입에서 자연스레 나와요(모닝루틴, 요리, 연남동카페, 종로포차, 볼링)",https://www.youtube.com/watch?v=aGLbQ8lkNRs,20250720,988,165950,캘리쌤 브이로그 영어
"95%가 모르는 영어 말하기 비법, 이대로만 따라하세요. 비싼 해외유학 없이도 영어가 유창해집니다(말이 터지는 영어 무료 학습자료 선물🎁)",https://www.youtube.com/watch?v=LlYG1PqwEDQ,20250718,789,173644,캘리쌤 브이로그 영어
영어가 정말 늘고 싶으면 이 영상 보세요 | 필수 영어문장 300개_듣다보면 외워집니다!,https://www.youtube.com/watch?v=y9mNrwmLJfs,20250713,1264,33040,캘리쌤 브이로그 영어
미국 스타벅스 영어로 주문하기! 이것만 죽어라 외우세요. 영어가 술술 나옵니다!(한/영/무자막 리스닝 마라맛훈련!),https://www.youtube.com/watch?v=N0hKq7utbYQ,20250710,2877,72852,캘리쌤 브이로그 영어
미국에서 제일 유명한 다이어트 챌린지!! 75 hard | 미국인이 밥먹듯이 쓰는 생활영어표현,https://www.youtube.com/watch?v=Oy-xZnd2rTc,20250702,1363,28150,캘리쌤 브이로그 영어
"영어 귀 뚫기, 리스닝 실력 폭발적으로 늘어요 | 미국인이 밥 먹듯이 쓰는 생활 영어 표현 | 자기 전 틀어 놓으면 입에서 영어가 술술",https://www.youtube.com/watch?v=y8ps5yQLIxI,20250625,5722,161118,캘리쌤 브이로그 영어
영어가 한국어처럼 쉽게 나와요! 안외워도 술술술 말하는 방법!,https://www.youtube.com/watch?v=8UHAJrKjK5w,20250622,281,35319,캘리쌤 브이로그 영어
버클리 출신의 언어천재가 외국어를 빠르게 익히는 방법 알려드려요!,https://www.youtube.com/watch?v=JZLC0A3lBoQ,20250619,464,24797,캘리쌤 브이로그 영어
미국인이 밥먹듯이 쓰는 생활영어표현 100문장 | 원어민의 하루를 반복해서 들으면 영어가 바로 나와요! | 미드보다 효과 좋은 원어민 브이로그(무료자료 드림),https://www.youtube.com/watch?v=R4dVjHpKCgs,20250615,849,152059,캘리쌤 브이로그 영어
비싼 수업 안 들어도 원어민처럼 영어 할 수 있어요! 반복해서 들으면 영어가 입에서 자연스레 나와요. | 2만명 받아간 학습자료 드려요!,https://www.youtube.com/watch?v=QzhAnx1odzs,20250608,6700,729880,캘리쌤 브이로그 영어
차에서 살며 미국을 횡단한 부부의 생존 영어표현 | 12년차 국제커플의 자연스러운 영어회화,https://www.youtube.com/watch?v=LbpCdULcLGA,20250607,635,29841,캘리쌤 브이로그 영어
못 알아들으면 죽는 영어 | 꼭 가봐야할 그랜드캐니언 헬기투어! 이 영상 하나면 여행영어 끝! 리스닝 실력이 폭발합니다,https://www.youtube.com/watch?v=KgBh5_RQVsc,20250601,578,25933,캘리쌤 브이로그 영어
90년 살고 알게 된 행복해지는 법 | 영어가 한국어처럼 들려요 🇺🇸 미국인의 영어 패턴! 무조건 외우세요,https://www.youtube.com/watch?v=dByntFS9phw,20250528,631,19346,캘리쌤 브이로그 영어
"미국에서 유행하는 완벽 라스베가스 여행코스! 미국여행 중 꼭 알아할 영어표현(호텔, 카지노, 식당) 미국물가가 미쳤어요 💸",https://www.youtube.com/watch?v=C8ahkfztR5k,20250525,870,45567,캘리쌤 브이로그 영어
집에서 쓰는 원어민 필수 영어표현! 영어가 귀에 팍팍 꽂힙니다! 외딴 숲속 통나무로 집 지어 사는 80대 사냥꾼,https://www.youtube.com/watch?v=0PdgiFkKecg,20250518,570,20489,캘리쌤 브이로그 영어
수백명을 인터뷰한 50만 유튜버와 영어리스닝(+박재범 인터뷰 썰) | 🇺🇸미국인이 밥먹듯이 쓰는 생활영어표현 | 반복하면 리스닝 실력이 폭발합니다!,https://www.youtube.com/watch?v=aKxnjVCbuEo,20250514,495,29439,캘리쌤 브이로그 영어
영어가 한국어처럼 쉬워집니다! 초보자도 영어를 길~게 말할 수 있어요 | 원어민이 매일쓰는 생활영어표현,https://www.youtube.com/watch?v=zvKYDbGVz8Q,20250511,456,43503,캘리쌤 브이로그 영어
비싼 수업 안 들어도 '혼자서' 영어 공부 성공합니다! 6개월만에 원어민을 놀라게 한 영어 공부법! 🎁 모두 알려드려요,https://www.youtube.com/watch?v=Ib3LEgXY0FI,20250508,569,57070,캘리쌤 브이로그 영어
60대 유창한 영어회화의 비밀! 비싼 수업받아도 안알려줘요. 영어회화가 어렵다면 이 영상 10번만 보세요! | 원어민이 밥먹듯이 쓰는 생활영어표현,https://www.youtube.com/watch?v=qMo-6PgsDUQ,20250504,590,29209,캘리쌤 브이로그 영어
미국 한 번도 안 간 8살의 영어 실력! 원어민 쌤과 매일 쓰는 표현 (+엄마표 영어 무료학습자료🎁),https://www.youtube.com/watch?v=BFiUGEN8V70,20250503,564,20004,캘리쌤 브이로그 영어
원어민 실제속도) 미국 경기장 주문 영어! 아빠에게 미식축구 티켓 선물한 날(찐 리액션) | NFL 리얼 체험기💪,https://www.youtube.com/watch?v=hMvza-sk_MM,20250427,342,13538,캘리쌤 브이로그 영어
🇰🇷한국 vs 🇮🇹외국회사 차이점 |  원어민 필수 영어표현,https://www.youtube.com/watch?v=Qj_KBSmgQfI,20250425,580,26196,캘리쌤 브이로그 영어
"🇰🇷7첩 반상에 감동한 미국인 반응 |  실제 미국인 식당 영어(예약,주문,계산) | 한식당에서도 팁을 줄까?💰",https://www.youtube.com/watch?v=bfq5jSzWtdA,20250420,752,45205,캘리쌤 브이로그 영어
미쳐버린 물가의 미국에서 살아남는 영어표현 | 12년차 국제커플의 자연스러운 영어회화 | 대기업 때려치고 뉴욕에서 동거하게 된 장거리 커플 | 뉴욕에 살면 안좋은 점,https://www.youtube.com/watch?v=jkV5GTtdPLs,20250416,712,49338,캘리쌤 브이로그 영어
"미국에서 사기 안 당하는 영어표현! | 뉴욕 여행 Top10 맛집,명소 추천 | 미국인이 밥먹듯이 쓰는 필수영어표현, 이것만 달달 외우세요!",https://www.youtube.com/watch?v=SJRqhOCeezU,20250413,986,56779,캘리쌤 브이로그 영어
"10년 경력 원어민쌤이 매일쓰는 생활영어표현 | (2시간 연속 재생)미드, 뉴스 공부보다 효과 좋은 원어민 브이로그 | 리스닝실력 폭발! 2만명 받아간 무료학습자료 받아가세요",https://www.youtube.com/watch?v=nthmR9eRMJU,20250409,6663,210789,캘리쌤 브이로그 영어
"미국 스타벅스, 맥도날드 주문하기! 이 영상 하나로 끝내세요! | 원어민처럼 듣고 말하세요 🇺🇸",https://www.youtube.com/watch?v=nGjw1QCI01s,20250406,844,97706,캘리쌤 브이로그 영어
"(원어민 실제 속도)1500일 달린 비결, 영어로 배워보세요 | 친구들끼리 매일 사용하는 생활영어표현(텍사스 출신)",https://www.youtube.com/watch?v=_e4KoDEN_is,20250402,544,19634,캘리쌤 브이로그 영어
"미국인에게 영어로 주문하기! 10번 보고 자신있게 주문하세요! 🇺🇸 🌭핫도그 주문하기, 물건사기, 얼음물 점프, 스노모빌 경주, 푸드코트 |  원어민 영어의 핵심을 알려드려요!",https://www.youtube.com/watch?v=4O4osf5c8Fc,20250330,448,39281,캘리쌤 브이로그 영어
"비싼 수업 들어도 안 알려줘요. 미국에서 와장창 깨지고 영어 회화 극복한 방법 (+10만 기념 구독자 선물!) 원어민이 하는 말 알아듣기, 이게 핵심입니다!",https://www.youtube.com/watch?v=y95EBirbbcI,20250327,913,175465,캘리쌤 브이로그 영어
원어민이 겨울에 매일 쓰는 표현만 모음! 하루 10분으로 집에서 어학연수 하세요 | 이것만 죽어라 외우세요. 원어민 영어가 이제 들립니다 🇺🇸,https://www.youtube.com/watch?v=1UuhXBm7zoE,20250323,813,38767,캘리쌤 브이로그 영어
(10살 수준 영어) 학부모님 필수 시청! 아이와 놀면서 영어실력 쑥쑥! 집에서도 가능한 영어 공부방법,https://www.youtube.com/watch?v=Fk2wngkIWA4,20250321,412,17959,캘리쌤 브이로그 영어
"미국 스타벅스, 서브웨이, 치폴레 주문하기! 이 영상 하나로 끝내세요! 스타벅스 시크릿메뉴 주문하는 법 | 이것만 죽어라 외우세요. 원어민 영어가 이제 들립니다 🇺🇸",https://www.youtube.com/watch?v=Chl6kh4ieg0,20250316,966,454653,캘리쌤 브이로그 영어
미국인이 밥먹듯이 쓰는 생활영어 표현 | 미국 시골에서 맞는 새해 🇺🇸 미드보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 나와요,https://www.youtube.com/watch?v=qL_ag0trbvE,20250309,847,58146,캘리쌤 브이로그 영어
원어민 실제 영어속도 | 자막없이 들리면 영어고수 | 반복해서 들으면 영어가 입에서 자연스레 나와요!,https://www.youtube.com/watch?v=LVl2RUZq6zA,20250306,701,29072,캘리쌤 브이로그 영어
비싼 수업 들어도 안 알려줘요. 영어회화가 어렵다면 이 영상 딱 10번만 보세요. | 원어민 가족 브이로그로 영어회화 배우기,https://www.youtube.com/watch?v=IPSbx8p70ZU,20250302,739,27692,캘리쌤 브이로그 영어
뉴요커들은 어떻게 영어로 욕할까? 무례하기로 소문난 뉴욕 실제 영어 표현 | 리스닝 실력이 폭발합니다! 원어민 실제 영어속도 | 자막없이 들리면 영어고수,https://www.youtube.com/watch?v=0cZvZkdvwVk,20250227,673,55527,캘리쌤 브이로그 영어
"완벽한 뉴욕여행 코스! 미국여행 중 꼭 알아야 할 영어표현(식당, 지하철, 술집) 반복해서 들으면 입에서 영어가 술술 나와요!",https://www.youtube.com/watch?v=fhTfNb4gk5g,20250223,843,124452,캘리쌤 브이로그 영어
미국 입국심사 중 끌려간 남편 | 영어 초보도 쉽게 통과하는 영어표현 & 절대하면 안되는 답변! | 이 영상 하나로 해결!,https://www.youtube.com/watch?v=cOx0D66v83M,20250219,505,45690,캘리쌤 브이로그 영어
미국 마트에서 영어로 장보기! 한국인들은 경악할 미국 음식들,https://www.youtube.com/watch?v=aMCI73a2IjE,20250216,621,41542,캘리쌤 브이로그 영어
🗽뉴욕에서 영어로 음식 주문하기 | 현지에서 난리난 미국 음식 Top5(미국인 인증),https://www.youtube.com/watch?v=jOuy1sdsgIE,20250209,815,79073,캘리쌤 브이로그 영어
병원비 폭탄? 미국 병원 필수 영어 표현 🏥 보험없어도 약값 깎는 방법 | 여행가서 아플때 이렇게 대처하세요,https://www.youtube.com/watch?v=s2pmdFYEdEI,20250202,567,38559,캘리쌤 브이로그 영어
"[국제커플] 어떻게 만났나요? ❤ 한국인 남편과의 첫만남, 첫인상, 첫데이트, 장거리연애 | How we met |  Q&A | 자연스러운 일상 영어 대화",https://www.youtube.com/watch?v=iQKeP0k5i8k,20250131,726,67618,캘리쌤 브이로그 영어
비싼 수업 들어도 안 알려줘요. 외국인과 영어로 대화가 어렵다면 이 영상 10번만 보세요!,https://www.youtube.com/watch?v=Bi3Cfebszzw,20250126,411,31536,캘리쌤 브이로그 영어
"원어민이 밥먹듯이 쓰는 기초영어표현 1000문장 | 제발 이것만 외우세요! 왕초보도 하루종일 영어로 말하게 됩니다 | 자기전, 출근전 그냥 틀어 놓으세요",https://www.youtube.com/watch?v=l96WK3q_ZCY,20250121,6563,316861,캘리쌤 브이로그 영어
"🇺🇸미국에서 운전할 때 필요한 모든 영어표현! | 렌트카, 경찰 단속 썰, 주유소/휴게소/톨비, 사슴 친 썰 | 이제 안심하고 여행하세요 🚓",https://www.youtube.com/watch?v=FUTPe3F3-Ro,20250119,631,74257,캘리쌤 브이로그 영어
10년차 영어 원장님의 영어마스터 비법공개 | 우리아이 영어 네이티브 만들기 | 원어민 실제속도 팟캐스트 | 자막없이 들리면 영어고수,https://www.youtube.com/watch?v=Jg_uKxLKZ50,20250116,573,72350,캘리쌤 브이로그 영어
한국에서 온 딸을 위해 모두 모인 미국 가족 | 한국 선물에 감동받은 미국 가족들🎁❤️,https://www.youtube.com/watch?v=w4rKXJ-O9nU,20250112,434,20234,캘리쌤 브이로그 영어
"진짜 미국인들이 집에서 크리스마스를 준비하는 밥법 | 보기만하면 입에서 영어가 술술 나와요 | 미드, 뉴스 공부보다 효과 좋은 원어민 브이로그",https://www.youtube.com/watch?v=_5lsqNPDSLk,20250105,481,18284,캘리쌤 브이로그 영어
해외 여행에서 바로 써먹는 공항에서 필수 영어표현 이걸로 종결! (무료 표현 자료집도 드려요),https://www.youtube.com/watch?v=wlLtMIP9jgI,20241229,303,38469,캘리쌤 브이로그 영어
비싼 수업 안들어도 영어가 한국어처럼 쉬워집니다(+독해력 300% 레벨업 공부법) | 미국인 필독서 선물로 드려요!,https://www.youtube.com/watch?v=Z_kY336K0GE,20241225,677,91395,캘리쌤 브이로그 영어
영어를 쉽고 길게 말하는 방법! 혼자 영어하신다면 꼭 보세요,https://www.youtube.com/watch?v=K1qnMuieW_o,20241222,408,24009,캘리쌤 브이로그 영어
미국인이 밥 먹듯 쓰는 진짜 생활영어! 드디어 입에서 영어가 나오기 시작합니다! 아침 나갈준비 브이로그,https://www.youtube.com/watch?v=0eMBmQtetYk,20241216,1046,57125,캘리쌤 브이로그 영어
영어를 더듬거리지 않고 길게 말할 수 있어요! 한국에 사는 미국인의 하루영어(영어회화 무조건 됩니다),https://www.youtube.com/watch?v=B8SGqlI9x0I,20241211,835,99459,캘리쌤 브이로그 영어
"비싼 수업 안 들어도 영어를 유창하게 하는 방법, 혼자 영어공부 하신다면 꼭 보세요!",https://www.youtube.com/watch?v=xHu3ATwswYM,20241208,724,139070,캘리쌤 브이로그 영어
힘 안 들이고 영어를 술술 말할 수 있게 됩니다! 미드보다 시간 10배 아끼는 영어공부법 | 영어회화 무조건 됩니다,https://www.youtube.com/watch?v=MP2RimmYxsQ,20241208,581,58768,캘리쌤 브이로그 영어
공짜로 영어실력을 가장 빠르게 향상시키는 단 1가지 꿀팁! 하면 무조건 늡니다!,https://www.youtube.com/watch?v=mRV6nQ0Wev4,20241129,714,54295,캘리쌤 브이로그 영어
